,id,fleet,fleet_name,unit_number,unit_id,asset_id,asset_label,asset_label_slug,asset_type,asset_type_display,asset_make,asset_model,asset_year,asset_group_name,start_date,end_date,alert_type,alert_id,tags,severity_text,status,workflow_state,workflow_state_display,short_desc,long_desc,values,created_on,updated_on,source,read_by,read,rtdv_url,reviewed_by,repairplans
2,694625,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-05-16 09:24:27+0000,2023-05-16 11:57:55+0000,aftertreatment,11,"['n/a', 'SCR']",Cautionary,active,active,Active,"Anomalous operating block detected in DPF,engine,intake.","Anomalous values detected in subsystem DPF,engine,intake for this operating block.","{'Sensors': ['s84', 's100', 's102', 's110', 's132', 's171', 's190', 's512', 's2659', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'engine', 'intake'], 'anomaly_scores': {'s84': 0.08612006080297306, 's100': 0.056041570207785184, 's102': 0.22695690311854005, 's110': 0.07435205105359646, 's132': 0.0808136694310758, 's171': 0.04932658803621988, 's190': 0.12057149051818833, 's512': 0.017818280681805392, 's2659': 0.12787863249208006, 's3242': 0.061268913915000264, 's3246': 0.06878270808176229, 's4765': 0.030069131660973313}}",2023-05-16 10:19:03+0000,2023-05-16 15:25:57+0000,,[236],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-05-16T08:24:27&end=2023-05-16T11:57:55&alert_type=aftertreatment&alert_pk=694625&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
5,694150,176,Metrolinx,gt-g920y7vc3y81,12731,1152544,8444,8444,bus,Bus,ALEXANDER DENNIS LIMITED,,2018,Alexander Dennis Buses,2023-05-16 00:31:28+0000,2023-05-16 01:14:19+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,SCR,engine.","Anomalous values detected in subsystem DPF,SCR,engine for this operating block.","{'Sensors': ['s84', 's100', 's110', 's132', 's171', 's190', 's512', 's3031', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'SCR', 'engine'], 'anomaly_scores': {'s84': 0.0469833055792527, 's100': 0.36734319433148144, 's110': 0.2502571403085931, 's132': 0.08542570878872532, 's171': 0.011485779530801874, 's190': 0.05143310285824703, 's512': 0.03426465062709819, 's3031': 0.019298964970679438, 's3242': 0.05423554229600546, 's3246': 0.05346838176422038, 's4765': 0.025804228944895116}}",2023-05-16 01:19:14+0000,2023-05-16 04:04:12+0000,,[236],FALSE,/rtdv/?unit_number=gt-g920y7vc3y81&start=2023-05-15T23:31:28&end=2023-05-16T01:14:19&alert_type=aftertreatment&alert_pk=694150&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
6,694123,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-05-15 23:54:13+0000,2023-05-16 03:11:31+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,engine,intake.","Anomalous values detected in subsystem DPF,engine,intake for this operating block.","{'Sensors': ['s84', 's100', 's102', 's110', 's132', 's171', 's190', 's512', 's2659', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'engine', 'intake'], 'anomaly_scores': {'s84': 0.08757780906479244, 's100': 0.02544374278173702, 's102': 0.22422643655408894, 's110': 0.11778200047572662, 's132': 0.07249045476021486, 's171': 0.05096233022247643, 's190': 0.13054943601983576, 's512': 0.013087377101750695, 's2659': 0.11196952074069967, 's3242': 0.06391767374472966, 's3246': 0.07048066991446152, 's4765': 0.031512548619486457}}",2023-05-16 00:58:28+0000,2023-05-16 10:19:03+0000,,[236],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-05-15T22:54:13&end=2023-05-16T03:11:31&alert_type=aftertreatment&alert_pk=694123&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
7,693116,176,Metrolinx,gt-g9f4yvfcf4kw,12742,1152541,8385,8385,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-05-15 12:26:19+0000,2023-05-15 15:15:57+0000,aftertreatment,11,['Engine'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,SCR,engine,intake.","Anomalous values detected in subsystem DPF,SCR,engine,intake for this operating block.","{'Sensors': ['s84', 's100', 's102', 's110', 's132', 's171', 's190', 's512', 's2659', 's3031', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'SCR', 'engine', 'intake'], 'anomaly_scores': {'s84': 0.11040823136895664, 's100': 0.031468839638682515, 's102': 0.2520038295297514, 's110': 0.07180588009847852, 's132': 0.0584924578675503, 's171': 0.05130691810559539, 's190': 0.09571481377137647, 's512': 0.007698075387803636, 's2659': 0.137411156825289, 's3031': 0.052362275383666695, 's3242': 0.049540931491397454, 's3246': 0.0552365618780115, 's4765': 0.02655002865344036}}",2023-05-15 12:55:36+0000,2023-05-16 01:42:49+0000,,[236],FALSE,/rtdv/?unit_number=gt-g9f4yvfcf4kw&start=2023-05-15T11:26:19&end=2023-05-15T15:15:57&alert_type=aftertreatment&alert_pk=693116&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
11,691713,176,Metrolinx,gt-g976phhw16xw,12725,1153727,8395,8395,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-05-14 19:15:30+0000,2023-05-14 23:33:36+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,SCR,engine,intake.","Anomalous values detected in subsystem DPF,SCR,engine,intake for this operating block.","{'Sensors': ['s27', 's84', 's100', 's102', 's103', 's110', 's132', 's171', 's190', 's512', 's2659', 's3031', 's3216', 's3226', 's3242', 's3246', 's3251', 's3610', 's4363', 's4765'], 'subsystems': ['DPF', 'SCR', 'engine', 'intake'], 'anomaly_scores': {'s27': 0.04584988445537489, 's84': 0.0707243737429149, 's100': 0.12245360637647253, 's102': 0.10048033006899383, 's103': 0.045124474468214514, 's110': 0.09545049386913823, 's132': 0.037318261380916866, 's171': 0.03260509807725864, 's190': 0.042203949872687774, 's512': 0.04035609127056877, 's2659': 0.10552002018312932, 's3031': 0.014668940106468022, 's3216': 0.010642657056889734, 's3226': 0.07119826494974466, 's3242': 0.011445330964803045, 's3246': 0.0087957558623629, 's3251': 0.044805302932355046, 's3610': 0.05955014871141004, 's4363': 0.02967605170064535, 's4765': 0.01113096394965096}}",2023-05-14 20:06:24+0000,2023-05-16 15:26:10+0000,,[236],FALSE,/rtdv/?unit_number=gt-g976phhw16xw&start=2023-05-14T18:15:30&end=2023-05-14T23:33:36&alert_type=aftertreatment&alert_pk=691713&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
25,687469,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-05-12 10:14:03+0000,2023-05-12 14:35:11+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,engine,intake.","Anomalous values detected in subsystem DPF,engine,intake for this operating block.","{'Sensors': ['s84', 's100', 's102', 's110', 's132', 's171', 's190', 's512', 's2659', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'engine', 'intake'], 'anomaly_scores': {'s84': 0.10585987296819759, 's100': 0.05853518598959182, 's102': 0.2023550432585732, 's110': 0.09081830651297501, 's132': 0.08011168852088979, 's171': 0.05454191055796949, 's190': 0.11603050319806632, 's512': 0.007333798493838161, 's2659': 0.115756058156158, 's3242': 0.06415074709287574, 's3246': 0.06701263874668502, 's4765': 0.0374942465041799}}",2023-05-12 10:51:33+0000,2023-05-12 16:42:13+0000,,[236],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-05-12T09:14:03&end=2023-05-12T14:35:11&alert_type=aftertreatment&alert_pk=687469&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
26,687329,176,Metrolinx,gt-g920y7vc3y81,12731,1152544,8444,8444,bus,Bus,ALEXANDER DENNIS LIMITED,,2018,Alexander Dennis Buses,2023-05-12 09:06:53+0000,2023-05-12 23:09:14+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,SCR,engine.","Anomalous values detected in subsystem DPF,SCR,engine for this operating block.","{'Sensors': ['s84', 's100', 's110', 's132', 's171', 's190', 's512', 's3031', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'SCR', 'engine'], 'anomaly_scores': {'s84': 0.05463342114816777, 's100': 0.2966940556964215, 's110': 0.2698276554587946, 's132': 0.0768250162736328, 's171': 0.03453126006460193, 's190': 0.0704730221722897, 's512': 0.03970929395482966, 's3031': 0.03363482111097781, 's3242': 0.04750462915247101, 's3246': 0.0465793010251097, 's4765': 0.029587523942703486}}",2023-05-12 09:54:13+0000,2023-05-13 00:54:27+0000,,[236],FALSE,/rtdv/?unit_number=gt-g920y7vc3y81&start=2023-05-12T08:06:53&end=2023-05-12T23:09:14&alert_type=aftertreatment&alert_pk=687329&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
32,685819,176,Metrolinx,gt-g920y7vc3y81,12731,1152544,8444,8444,bus,Bus,ALEXANDER DENNIS LIMITED,,2018,Alexander Dennis Buses,2023-05-11 14:28:40+0000,2023-05-11 17:51:13+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,SCR,engine.","Anomalous values detected in subsystem DPF,SCR,engine for this operating block.","{'Sensors': ['s84', 's100', 's110', 's132', 's171', 's190', 's512', 's3031', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'SCR', 'engine'], 'anomaly_scores': {'s84': 0.05087393999986238, 's100': 0.32052960780566925, 's110': 0.26490827637626985, 's132': 0.08411340207272118, 's171': 0.027619976558574216, 's190': 0.05552934738891162, 's512': 0.014483581890324847, 's3031': 0.014190681913949866, 's3242': 0.06360269596525844, 's3246': 0.06254340058027823, 's4765': 0.04160508944818029}}",2023-05-11 15:33:56+0000,2023-05-11 22:21:36+0000,,[236],FALSE,/rtdv/?unit_number=gt-g920y7vc3y81&start=2023-05-11T13:28:40&end=2023-05-11T17:51:13&alert_type=aftertreatment&alert_pk=685819&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
33,685325,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-05-11 10:39:08+0000,2023-05-11 16:26:34+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,engine,intake.","Anomalous values detected in subsystem DPF,engine,intake for this operating block.","{'Sensors': ['s84', 's100', 's102', 's110', 's132', 's171', 's190', 's512', 's2659', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'engine', 'intake'], 'anomaly_scores': {'s84': 0.0962278353010124, 's100': 0.05904855030820002, 's102': 0.2091569240273319, 's110': 0.08535886565957486, 's132': 0.07397924999582789, 's171': 0.04134189105476221, 's190': 0.11516174624075612, 's512': 0.012848236104706541, 's2659': 0.13854557596806896, 's3242': 0.06392261983520203, 's3246': 0.0687142743962213, 's4765': 0.03569423110833563}}",2023-05-11 11:21:36+0000,2023-05-11 21:04:42+0000,,[236],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-05-11T09:39:08&end=2023-05-11T16:26:34&alert_type=aftertreatment&alert_pk=685325&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
37,682868,176,Metrolinx,gt-g920y7vc3y81,12731,1152544,8444,8444,bus,Bus,ALEXANDER DENNIS LIMITED,,2018,Alexander Dennis Buses,2023-05-10 08:08:14+0000,2023-05-10 16:40:13+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,SCR,engine.","Anomalous values detected in subsystem DPF,SCR,engine for this operating block.","{'Sensors': ['s84', 's100', 's110', 's132', 's171', 's190', 's512', 's3031', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'SCR', 'engine'], 'anomaly_scores': {'s84': 0.05505984651910144, 's100': 0.33102507148844296, 's110': 0.2657848131264625, 's132': 0.08664776583738264, 's171': 0.011733744189434406, 's190': 0.05549457423094091, 's512': 0.010331500994827821, 's3031': 0.026247475216916616, 's3242': 0.06096817671571664, 's3246': 0.06207396972845681, 's4765': 0.03463306195231719}}",2023-05-10 09:09:14+0000,2023-05-10 19:42:15+0000,,[236],FALSE,/rtdv/?unit_number=gt-g920y7vc3y81&start=2023-05-10T07:08:14&end=2023-05-10T16:40:13&alert_type=aftertreatment&alert_pk=682868&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
39,681859,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-05-09 18:43:19+0000,2023-05-09 23:38:40+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,engine,intake.","Anomalous values detected in subsystem DPF,engine,intake for this operating block.","{'Sensors': ['s84', 's100', 's102', 's110', 's132', 's171', 's190', 's512', 's2659', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'engine', 'intake'], 'anomaly_scores': {'s84': 0.08429455892044967, 's100': 0.05743159999625149, 's102': 0.22453802121732266, 's110': 0.10931888254850469, 's132': 0.0744488776822337, 's171': 0.06289067183519662, 's190': 0.09676520638768335, 's512': 0.023777716862233747, 's2659': 0.11834900507196505, 's3242': 0.05678018874372778, 's3246': 0.06298126608422316, 's4765': 0.028424004650208192}}",2023-05-09 20:34:02+0000,2023-05-10 02:03:13+0000,,[236],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-05-09T17:43:19&end=2023-05-09T23:38:40&alert_type=aftertreatment&alert_pk=681859&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
45,680757,176,Metrolinx,gt-g920y7vc3y81,12731,1152544,8444,8444,bus,Bus,ALEXANDER DENNIS LIMITED,,2018,Alexander Dennis Buses,2023-05-09 09:00:36+0000,2023-05-09 22:35:38+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,SCR,engine.","Anomalous values detected in subsystem DPF,SCR,engine for this operating block.","{'Sensors': ['s84', 's100', 's110', 's132', 's171', 's190', 's512', 's3031', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'SCR', 'engine'], 'anomaly_scores': {'s84': 0.04830289517187704, 's100': 0.30374785209115784, 's110': 0.26612521218193674, 's132': 0.08970993498495101, 's171': 0.02141313124936296, 's190': 0.07280830453274516, 's512': 0.011821697438244296, 's3031': 0.022363091047563986, 's3242': 0.06295177946689165, 's3246': 0.06390558907240294, 's4765': 0.03685051276286642}}",2023-05-09 09:52:59+0000,2023-05-10 00:52:25+0000,,[236],FALSE,/rtdv/?unit_number=gt-g920y7vc3y81&start=2023-05-09T08:00:36&end=2023-05-09T22:35:38&alert_type=aftertreatment&alert_pk=680757&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],"[{'id': 12510, 'author': 236, 'author_username': 'sam@preteckt.com', 'author_full_name': 'Sam Lavery', 'has_edit_access': False, 'alerts': [680757], 'asset': 1152544, 'asset_label': '8444', 'fleet': 176, 'fleet_name': 'Metrolinx', 'group': None, 'vin': 'SFEA12113JTN40137', 'vmrs_codes': ['043-007-219'], 'raw_content': 'Outlet NOx sensor data is erratic. Recommend checking the wiring and connector for the Outlet NOx sensor and if no fault is found replace the Outlet NOx sensor.', 'rendered_content': '<p>Outlet NOx sensor data is erratic. Recommend checking the wiring and connector for the Outlet NOx sensor and if no fault is found replace the Outlet NOx sensor.</p>', 'state': 'open', 'comments_count': 0, 'updated_on': '2023-05-09 22:30:49+0000', 'created_on': '2023-05-09 22:30:49+0000'}]"
2,677489,176,Metrolinx,gt-g920y7vc3y81,12731,1152544,8444,8444,bus,Bus,ALEXANDER DENNIS LIMITED,,2018,Alexander Dennis Buses,2023-05-08 06:09:20+0000,2023-05-08 07:44:59+0000,aftertreatment,11,"['Follow-up', 'SCR']",Cautionary,active,active,Active,"Anomalous operating block detected in DPF,SCR,engine.","Anomalous values detected in subsystem DPF,SCR,engine for this operating block.","{'Sensors': ['s84', 's100', 's110', 's132', 's171', 's190', 's512', 's3031', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'SCR', 'engine'], 'anomaly_scores': {'s84': 0.02049955960016734, 's100': 0.28650512119672367, 's110': 0.24841232006892972, 's132': 0.10881046074276725, 's171': 0.009333873794855051, 's190': 0.09132693879323761, 's512': 0.0132617480956111, 's3031': 0.028399344151493273, 's3242': 0.07366728474796466, 's3246': 0.07702896499746709, 's4765': 0.04275438381078333}}",2023-05-08 15:45:55+0000,2023-05-08 16:08:54+0000,,[236],FALSE,/rtdv/?unit_number=gt-g920y7vc3y81&start=2023-05-08T05:09:20&end=2023-05-08T07:44:59&alert_type=aftertreatment&alert_pk=677489&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
5,673261,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-05-05 01:42:34+0000,2023-05-05 05:15:13+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,engine,intake.","Anomalous values detected in subsystem DPF,engine,intake for this operating block.","{'Sensors': ['s84', 's100', 's102', 's110', 's132', 's171', 's190', 's512', 's2659', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'engine', 'intake'], 'anomaly_scores': {'s84': 0.07087756811837065, 's100': 0.022790305935441135, 's102': 0.24956664321424246, 's110': 0.1162160176486085, 's132': 0.06886595553715401, 's171': 0.02874089574473773, 's190': 0.1405888089088985, 's512': 0.010157509890187457, 's2659': 0.12841880554139784, 's3242': 0.062269811217603124, 's3246': 0.06924525136880907, 's4765': 0.03226242687454946}}",2023-05-05 02:46:04+0000,2023-05-08 15:38:53+0000,,[236],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-05-05T00:42:34&end=2023-05-05T05:15:13&alert_type=aftertreatment&alert_pk=673261&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
10,670976,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-05-03 14:16:15+0000,2023-05-03 16:00:23+0000,aftertreatment,11,['SCR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,engine,intake.","Anomalous values detected in subsystem DPF,engine,intake for this operating block.","{'Sensors': ['s84', 's100', 's102', 's110', 's132', 's171', 's190', 's512', 's2659', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'engine', 'intake'], 'anomaly_scores': {'s84': 0.05271143433878464, 's100': 0.03827996864263118, 's102': 0.2665035269826582, 's110': 0.10671326061521426, 's132': 0.05420271329646273, 's171': 0.0635839947969747, 's190': 0.10520718060065216, 's512': 0.00972932130565746, 's2659': 0.12587267851221415, 's3242': 0.06620836647730992, 's3246': 0.07584726667665352, 's4765': 0.03514028775478727}}",2023-05-03 14:49:05+0000,2023-05-03 17:55:00+0000,,[236],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-05-03T13:16:15&end=2023-05-03T16:00:23&alert_type=aftertreatment&alert_pk=670976&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
13,670774,176,Metrolinx,gt-g9nunphzm2ww,12737,1153750,8488,8488,bus,Bus,ALEXANDER DENNIS LIMITED,,2018,Alexander Dennis Buses,2023-05-03 11:51:55+0000,2023-05-03 14:48:08+0000,aftertreatment,11,['EGR'],Cautionary,active,active,Active,"Anomalous operating block detected in DPF,SCR,engine.","Anomalous values detected in subsystem DPF,SCR,engine for this operating block.","{'Sensors': ['s84', 's100', 's110', 's132', 's171', 's190', 's512', 's3031', 's3242', 's3246', 's4765'], 'subsystems': ['DPF', 'SCR', 'engine'], 'anomaly_scores': {'s84': 0.053277889048689346, 's100': 0.30211118925822406, 's110': 0.2655094483802337, 's132': 0.09932170218802105, 's171': 0.019968720544200153, 's190': 0.06901793766262324, 's512': 0.009799901200094205, 's3031': 0.005516146149603684, 's3242': 0.0669873263742719, 's3246': 0.07122654235515291, 's4765': 0.037263196838885626}}",2023-05-03 12:49:21+0000,2023-05-03 17:55:05+0000,,[236],FALSE,/rtdv/?unit_number=gt-g9nunphzm2ww&start=2023-05-03T10:51:55&end=2023-05-03T14:48:08&alert_type=aftertreatment&alert_pk=670774&spn=0&spn=641&spn=642&spn=512&spn=132&spn=4360&spn=4363&spn=3216&spn=3220&spn=3610&spn=3226&spn=27&spn=4765&spn=157&spn=3230&spn=3363&spn=168&spn=3242&spn=171&spn=3246&spn=3251&spn=190&spn=5313&spn=84&spn=3031&spn=1761&spn=2659&spn=100&spn=101&spn=102&spn=103&spn=105&spn=108&spn=110&spn=623&spn=624&spn=111&spn=3700,['sam@preteckt.com'],[]
